INDEX,UTM_X,UTM_Y
2268,248476.8049505452,3688257.816695044
2269,248476.7185648124,3688257.677303465
2270,248476.6319943792,3688257.537531062
2271,248476.5457579316,3688257.398206537
2272,248476.4595583251,3688257.25884192
2273,248476.3736700383,3688257.119988983
2274,248476.2877022632,3688256.981189681
2275,248476.2023407047,3688256.843513118
2276,248476.1174536317,3688256.706919816
2277,248476.0318268162,3688256.569492419
2278,248475.9461202533,3688256.432307719
2279,248475.8599207548,3688256.294765824
2280,248475.7734598232,3688256.157176986
2281,248475.6867962888,3688256.019543429
2282,248475.6000086039,3688255.881953743
2283,248475.5133657726,3688255.744886718
2284,248475.4264181714,3688255.607416857
2285,248475.3391158974,3688255.46945743
2286,248475.2511095791,3688255.33046979
2287,248475.1627921263,3688255.190933103
2288,248475.0746802596,3688255.05143816
2289,248474.9869630979,3688254.912316759
2290,248474.8997053723,3688254.773646447
2291,248474.812944338,3688254.635472472
2292,248474.7269723251,3688254.498270732
2293,248474.64071497,3688254.360267939
2294,248474.5541558609,3688254.221425601
2295,248474.467732489,3688254.08252366
2296,248474.3815599742,3688253.943676028
2297,248474.295468042,3688253.804620069
2298,248474.2100697853,3688253.666467983
2299,248474.1244959083,3688253.527933906
2300,248474.0388936014,3688253.389636017
2301,248473.9529764292,3688253.251112135
2302,248473.866535277,3688253.112030854
2303,248473.7796221528,3688252.972506774
2304,248473.6920439223,3688252.83195685
2305,248473.6041429547,3688252.690646095
2306,248473.5154402143,3688252.547828497
2307,248473.4268109355,3688252.404893135
2308,248473.3384393339,3688252.262726725
2309,248473.2507088686,3688252.122169877
2310,248473.1710187097,3688251.996399641
2311,248473.1019872475,3688251.894047014
2312,248473.0297916111,3688251.796078552
2313,248472.9229495489,3688251.654091456
2314,248472.8224725327,3688251.497777766
2315,248472.744427084,3688251.374097397
2316,248472.6665174669,3688251.249659349
2317,248472.5894778972,3688251.125788716
2318,248472.5129385024,3688251.002038943
2319,248472.4362583728,3688250.877673474
2320,248472.3588264677,3688250.751928512
2321,248472.280807257,3688250.625112304
2322,248472.2018264732,3688250.496599254
2323,248472.1223593889,3688250.366946847
2324,248472.0427449625,3688250.236603845
2325,248471.9637796656,3688250.107012353
2326,248471.8843692544,3688249.976175894
2327,248471.8052945241,3688249.845612792
2328,248471.7262089988,3688249.714886872
