INDEX,L1_UTM_X,L1_UTM_Y,L1_LON,L1_LAT,L1_ALT,R1_UTM_X,R1_UTM_Y,R1_LON,R1_LAT,R1_ALT
31,329933.559941663,4157669.94668265,127.074755741497,37.5503577535652,15.6525831730769,329931.848895384,4157670.9951642,127.074736193598,37.5503668492319,15.6611878520009
32,329933.562431021,4157669.9497817,127.074755769029,37.550357781891,15.6525923076923,329931.850998937,4157670.99789651,127.074736216766,37.5503668742341,15.6611458793727
33,329933.56492038,4157669.95288075,127.074755796561,37.5503578102168,15.6526014423077,329931.853102243,4157671.00062901,127.074736239931,37.550366899238,15.6611038351411
34,329933.567409738,4157669.95597979,127.074755824092,37.5503578385425,15.6526105769231,329931.855205309,4157671.0033617,127.074736263093,37.5503669242435,15.661061718907
35,329933.569899097,4157669.95907884,127.074755851624,37.5503578668683,15.6526197115385,329931.857308138,4157671.00609456,127.074736286252,37.5503669492506,15.6610195303045
36,329933.572388455,4157669.96217789,127.074755879156,37.550357895194,15.6526288461538,329931.859410735,4157671.00882761,127.074736309409,37.5503669742592,15.6609772684482
37,329933.574877813,4157669.96527693,127.074755906688,37.5503579235198,15.6526379807692,329931.861513101,4157671.01156083,127.074736332563,37.5503669992694,15.6609349318262
38,329933.577367172,4157669.96837598,127.07475593422,37.5503579518455,15.6526471153846,329931.863615238,4157671.01429422,127.074736355714,37.5503670242811,15.6608925189644
39,329933.579856531,4157669.97147502,127.074755961751,37.5503579801712,15.65265625,329931.865717155,4157671.01702778,127.074736378863,37.5503670492943,15.6608500300515
40,329933.582345889,4157669.97457407,127.074755989283,37.550358008497,15.6526653846154,329931.867818854,4157671.01976151,127.074736402009,37.550367074309,15.6608074641574
41,329933.584835248,4157669.97767312,127.074756016815,37.5503580368227,15.6526745192308,329931.869920336,4157671.02249541,127.074736425153,37.5503670993251,15.6607648192843
42,329933.587324606,4157669.98077216,127.074756044347,37.5503580651485,15.6526836538462,329931.872021605,4157671.02522946,127.074736448295,37.5503671243426,15.6607220944548
43,329933.589813966,4157669.98387121,127.074756071878,37.5503580934742,15.6526927884615,329931.874122669,4157671.02796368,127.074736471434,37.5503671493615,15.6606792896635
44,329933.592303324,4157669.98697026,127.07475609941,37.5503581218,15.6527019230769,329931.87622353,4157671.03069805,127.074736494571,37.5503671743817,15.6606364038048
45,329933.594792683,4157669.9900693,127.074756126942,37.5503581501257,15.6527110576923,329931.878324186,4157671.03343257,127.074736517705,37.5503671994034,15.6605934337401
46,329933.597282041,4157669.99316835,127.074756154474,37.5503581784515,15.6527201923077,329931.880424649,4157671.03616724,127.074736540837,37.5503672244263,15.6605503805592
47,329933.599771399,4157669.9962674,127.074756182006,37.5503582067772,15.6527293269231,329931.882524921,4157671.03890206,127.074736563967,37.5503672494504,15.6605072432311
48,329933.602260758,4157669.99936644,127.074756209537,37.550358235103,15.6527384615385,329931.884625003,4157671.04163702,127.074736587095,37.5503672744759,15.6604640184259
49,329933.604750117,4157670.00246549,127.074756237069,37.5503582634288,15.6527475961538,329931.886724901,4157671.04437212,127.074736610221,37.5503672995026,15.6604207068631
50,329933.607239475,4157670.00556454,127.074756264601,37.5503582917545,15.6527567307692,329931.888824622,4157671.04710736,127.074736633344,37.5503673245304,15.6603773077788
51,329933.609728834,4157670.00866358,127.074756292133,37.5503583200802,15.6527658653846,329931.890924163,4157671.04984273,127.074736656466,37.5503673495595,15.6603338173984
52,329933.612218192,4157670.01176263,127.074756319664,37.550358348406,15.652775,329931.893023535,4157671.05257823,127.074736679585,37.5503673745897,15.6602902368983
53,329933.614707551,4157670.01486168,127.074756347196,37.5503583767318,15.6527841346154,329931.895122741,4157671.05531385,127.074736702703,37.550367399621,15.6602465647707
54,329933.617196909,4157670.01796072,127.074756374728,37.5503584050575,15.6527932692308,329931.897221781,4157671.05804961,127.074736725819,37.5503674246533,15.6602027977703
